date,developerResponse,review,rating,isEdited,title,userName
2022-07-29 01:12:54,"{'id': 31181961, 'body': 'Hi there, we appreciate you taking the time to share this feedback with us. We work hard to ensure that our members have a great experience in Badoo, and we are always opened to feedback. Even though we offer lots of paid features, Badoo still remains a free application for our members to use. Please contact us if we can answer any questions for you. You can reach us at Badoo.com/feedback or on social media @BadooHelp.', 'modified': '2022-07-30T13:11:30Z'}","When you see someone you like and swipe right the app won’t allow you to always swipe right to like somebody you see. The app will make you to purchase a premium version to continue swiping right on the person you like.  It really makes you miss out on an opportunity for somebody you like. Only option then is to swipe left and miss out on the person you found attractive. Either pay the premium when it pops up or miss out on swiping right to a person you are trying to like. Only option then is to swipe left because you don’t wanna pay to get the premium version just to swipe right on a person you like. Then it goes back to working after you swipe left , it goes back to normal then can swipe right for about 4-6 times then it does the same thing when you see someone you like it pops up to buy the premium version or you can’t swipe right anymore you have to swipe left on a person you find attractive and you really miss out on opportunities they pop up get the premium version or you can even swipe right on a person you like and find attractive you can’t send a like either you purchase premium or swipe left and miss out on the person. It’s so stupid.",1,False,Horribly Bad,699)1!/$
2020-07-01 00:45:21,"{'id': 16363870, 'body': ""Hi! Every user can chat for free on Badoo with all their matches. If you have not matched with a user you'll need Credits. We want to have as many users as possible and help people find new people and the kind of people that they want. We wish that it would work for you better. If you've got anymore questions email us via badoo.com/feedback."", 'modified': '2020-07-02T14:11:36Z'}","You are constantly blocked from messaging anyone unless it’s a match, and the active user base is pathetically small. Most users that are on the site are inactive so they would argue that the number is high, but it’s not. Apps like POF and OK Cupid are better for conversation and have about the same amount of users, but you might as well choose Tinder over this app since matching is the only way to message the popular users. You’ll find you can message users who are not popular and certain users can’t be messaged unless you pay for a premium account. Ironically I tried the premium and the moment I bought it many of the users pulling up in the search suddenly disappeared. There are algorithms in place to keep you spending money instead of focusing on actually being a dating app. If you are focused on actually finding a girlfriend or boyfriend take my advice and don’t use this app. Last note, remember that the response to this message from the application maker’s is to try and discredit everything written here in yet another attempt to draw you in and make money. I’m honestly trying to help everyone else not waist their time. Do yourself a favor and try literally any other choice before you try this.",1,False,Terrible app for men,Gdidbdidbx
2020-02-23 15:19:00,,"I was starting to get tired of having this app because I would end up having guys already inviting me over to their house or just dtf. But that was until I met someone different, during our first conversation I had went out of my way and called him. We had a good long conversation. So the next day he had asked if I would like to hang out and I said yes. So after meeting up and hanging out on a weekend.. I would say our first date was a success! Initially I downloaded this to make new connections. But after having a third date with the guy, he had asked me out. Of course I said because I really was into his personality! So thanks to Badoo, I got to meet my boyfriend. 

Oh p.s. Before our first conversation, I had replied to him a week after he had first messaged me. Just because of being busy with work. So if you think of giving up.. don’t! You might end up getting to meet your true love. ❤️",5,False,Never thought I would of met my..,THALIAXCVI
2022-05-24 09:05:12,"{'id': 29968047, 'body': 'Hi Leila, we understand how frustrating this may be for you, however, please allow us to assure you again that the decision to revoke your access to Badoo is solely based on violations which have occurred against our community guidelines. You can see our Guidelines here: badoo.com/guidelines.  In order for us to maintain a safe environment for our members we must take the harshest of measures. We hope you can understand 💜', 'modified': '2022-05-25T18:52:50Z'}","I was absolutely in love with this app until I submitted a form for my phone number to be fixed because it had not been sending me my verification number bc it had the incorrect number, and all of a sudden I get an email saying I was banned even though I’ve had the account for less than a day? I had not done anything wrong, and I’m not sure if they are associated with Bumble, but I got banned off there for a joke that was in my bio for TWO SECONDS because of a dare, and I submitted THAT into a QA and they have not even bothered to respond to me and it’s been a few days since then. This is absolutely ridiculous. Their response to me in the email was “This cannot be changed/there was a violation of the terms…/this is a permanent decision.” I’m extremely annoyed because I have not done absolutely anything wrong on that and app, and even if it is associated with Bumble, that is so wrong to cross-ban people for different apps even though they did nothing wrong on the other app and their response to me came over very petty even though all I asked was for my number to be changed.. So all my good opinions on this app are gone. Smh..",1,False,Wow,BbyLeila
2020-05-21 10:57:54,"{'id': 15472843, 'body': ""We’re sorry to hear about your experience. We do not tolerate rude or inappropriate behaviour on Badoo, and this is not the way we expect any of our users to be treated. Why not try switching it up a little bit? Try to be more creative and use something that will catch somebody's attention!"", 'modified': '2020-05-21T15:54:40Z'}","First of all I will have to add that I have a friend who has the badoo app and he says he has actually gone to a few dates with women in person, so I can’t say it doesn’t work. But in my experience the women I was able to chat with  just ghosted me in the middle of the conversation and it wasn’t because I was rude or disrespectful, they just didn’t respond. In the real world the chances of woman just leaving in the middle of the conversation is very rare which is why I find it weird and odd that some these women think it’s ok to that just because we’re not talking in person. There’s definitely a problem with that, I don’t think these women really understand that we might see each other in person and they might have to own up to their actions. The only reason I downloaded it was because of the quarantine, otherwise I’d be at the bars or elsewhere approaching like I’m used to. So to the guys out there if your not used to online dating I definitely recommend not trying it, go out and approach in person you’ll have a better chance and if you get rejected just improve your self.",2,False,"Good app, rude women.",Silence_2012
2021-08-07 05:36:31,,"I have tried other dating apps and they all charge for various things and then you pay but they need to see the same people from other apps and so it’s almost like a big circle between all the apps. Other apps also have tons of fake profiles, some are good and some are horrible.

This dating app is truly a hidden gem that I almost want to keep a secret. Their profiles are legit and I have yet to find a scammer or fake profile. They also offer a ton of communication choices for free just for trying the app and then even after the free trial there’s still plenty of opportunity to communicate with someone you like. There is a huge range of variety in profiles and I have not found a duplicate yet. The  profiles have lots of ethnic choices, location choices etc. 

This app is definitely worth the time it takes to fill out the short profile!",5,False,Best App Ever!,Reliable Services
2018-04-30 21:01:40,"{'id': 3344746, 'body': 'You can message most people for free, and contact anyone you match with. If you don’t have a match with a user, you can use credits to initiate a conversation. This change provides the best experience for all our users, as many have asked us to help manage the number of messages they get.', 'modified': '2018-05-03T14:22:56Z'}","First that I downloaded, I was happy that it did let me change location and overall it looked way better than tinder ... first day I started messaging some users and looked alright (getting response and that), day two I couldn’t message anyone getting pop up saying “skip the queue and chat for 10 credits” first off WHAT does skip the queue mean? Like everyone is messaging her/him so im in the queue? ... then I saw Encounter where you swipe right or left to find your match BUT how can I match someone when he/she is 1000km away 😐 and no theres no way to filter your distance. Today I wanted to delete my account but badoo wanted to give me 3 days of premium so I backed out to try premium AND boy what is this?! They say chat with popular users with premium but no i cannot do that ...  then I said let me spent 2 dollars to get 100 credits so I can get that “Get to the top” option and GUESS WHAT nothing happened 😃 ... overall Badoo looks good BUT they not clear with their information.

Badoo if you reading this give me my 2$ back or give me the service that I paid for 🙏🏽",2,False,Just stay with Tinder ...,SinaMT
2019-11-24 22:51:01,"{'id': 12079280, 'body': ""We are excited to let you know that we have had great success stories! Users who have found dates, friends, their soulmate, married and even built a family. We have 450 million users, so we are confident that there is someone for everyone. Don't give up just yet, we have our fingers crossed for you! Good things always take time."", 'modified': '2019-11-27T08:43:11Z'}","As far as the app itself there is only one issue there are plenty of fake profiles that are not photo verified and a lot of them just have pictures and no information. And sometimes the app shows me people that are nowhere near my location. 

The real issue is the people that use the app. 
I noticed a lot of reviews saying that men are the ones that are playing and doing dumb things on this app. BUT. There are a lot of women who are as well. There are that like me and when there is one that I match with and I engage in a conversation with them, they either never respond, or they’ll respond, they talk for a bit and then they stop. Why are you liking my profile if your just gonna ghost me? But then they’ll say that they’re looking for something serious (interesting). There are also a lot of thirst traps on here that just post sexy photos of themselves to get men to follow them on Instagram and boost their already extremely high egos. 

The reason why I downloaded this app is because I got a lot going on right now and it’s hard to meet women with my current situation. I assumed downloading this app would make things easier but it didn’t. I’m gonna try a few more times and if it still doesn’t work then I’m uninstalling. This is nothing against the developers of the app or the app itself, you guys are awesome. There are a lot of cool features on here. But likeI said before the app itself is cool. It’s just the people.",3,False,App is cool it’s just the people on the app,Dajourantonio
2018-12-02 16:52:48,"{'id': 6216305, 'body': 'Your opinion really matters to us! So thank you for taking the time to leave this constructive review. We will forward your comments to the relevant team for further review, so it can be taken into consideration in future updates. Thank you for helping us build a better product!', 'modified': '2018-12-03T13:15:07Z'}","I am an new user and there are a couple of things  that I dislike about the app. Firstly it looks like you can't change the area or location in which you want to see people. You can only add your location. I guess the app wants you to expand your horizons? For example, I see people from places that are 13 hours away from my state and I want to see people who are only in my state lol. I understand that there is a ""go live"" section but I would rather not utilize that.

Secondly, when someone is interested in you, you receive a notification. If you are uninterested and ""X"" them out they are still allowed to message you, or favorite you, or visit your page. Basically you still receive notifications for someone you are uninterested in. It's quit annoying and makes it difficult to get to the people you do like. 

The only thing I do like is that while swiping through people you like and dislike, you can arrow back to the last person if you a accidently swiped left.",3,False,Distance,EMoni_93
2023-02-18 03:00:23,"{'id': 34965069, 'body': ""We're sorry to see that you've not had a good experience with Badoo! We'd love to find out how we can improve our app. Let us know @BadooHelp on social media or via badoo.com/feedback. We are always on the hunt for new ideas 💡"", 'modified': '2023-02-20T09:17:21Z'}","I was getting bombarded with gays. Turns out the settings don’t hold. I must readjust many settings every single time I log in. Hitting apply only seems to record some of them. Interface is as unintuitive as any I’ve ever seen. No way to set ANY weight preferences, so u continually get ppl far beyond any weight you would tolerate. And they will try to nickel and dime you absolutely to death. Every time you turn around to use some normal function that ought to be included with what you’ve already paid for, you’re going to get pestered and harassed for more money, more money, more money, until you just want to delete the app in disgust and contempt and that’s exactly what I’ll do when my month is up. This app will only make you angry. UPDATE: now the settings won’t hold even during the same session so I am inundated with gay and trans and hookers. No choice now but to file a chargeback and get money back. What a waste of time. Stupid, stupid people running this app. Downgraded to one star. Get it off the Apple Store, Apple, if you care one Whit about your users.",1,False,Many problems,dhdhgdfgd
2018-06-19 09:30:47,,"So all I can really say is this app has really changed my mind about online dating. I use to be against it feeling uncomfortable and everything but it’s shown me a world that not many ppl get to experience because of their lifestyles and just being busy in everyday life, we often don’t have time to go out and meet new ppl. So the few seconds we are able to spare can be used to idk... look for that special someone, or experience new relationships, whether its friends or even just to feel more social with the outside world. I think it helps... and I guess for me it’s always a good experience to be able to chat with someone and get a feel of who they are and what their looking for before actually meeting them. More of Interactional level rather then physical.",5,False,The go to site “in my opinion atleast”,yukimi z
2021-05-21 23:00:32,"{'id': 22966278, 'body': ""Hi, we are sorry this has happened to you. Badoo is indeed only for the over-18s, there must have been an error in the original advertising that you saw. We'll be happy to welcome you to our Community as soon as you turn 18💜"", 'modified': '2021-05-24T06:15:14Z'}",When you are first getting the app in the App Store it says that it’s for people who are 17+ but when u go on the app it’s apparently actually 18+ and I’m 17 and I got the app and said I was 18 because it had originally said 17 and up so I didn’t think it’d be a big deal. Then I chatted someone telling them that I was actually 17 and the next day I couldn’t get into my account because it said I was too young. I only saw some of the chat because I hadn’t opened it yet but she said something like “yea I always tell everyone I just graduated...” so i don’t think she reported me but maybe she could’ve but if not the app probably stalked me and can see all of my messages. Anyways they gave false advertisement then said that I was in the wrong and I tried to make a new account but all of the premium advertisements were popping up and I couldn’t even see people who had liked me. I had made some real connections with people who I will never be able to talk to again. I liked this app until this happened.,1,False,False Advertisement,gaizndk
2021-03-24 00:56:41,"{'id': 21868782, 'body': 'Hey there, Oh no we are sorry to hear this. Our payment plans are subscription-based meaning they will automatically renew themselves once they run out. If you would like us to look into this for you please reach out to us on @BadooHelp with your registration details and we can look into this for you💜', 'modified': '2021-03-25T16:06:58Z'}","I signed up for a 1 month trial and canceled the next day. Not even 30 days later, they charged my bank account almost $64 dollars and claimed that I never cancelled. The worst part is that they REFUSE TO REFUND YOUR MONEY! If you go to any rating websites and research them, you will see that they have a VERY low rating, and are notorious for doing the same thing to others. It’s not worth the risk anyways, because half of the “members” on that site are spammers aka cam girls. The rest are packed full of issues lol.

Update: To Badoos response - that’s a bunch of crap. Your “support” did nothing but tell me that they wouldn’t refund me for the money you stole and to kick rocks. Clearly from other peoples reviews, I can see that I’m not alone in this. The only positive reviews are clearly fake accounts. I am not letting this go. I am currently getting as many people as I can together that you’ve burned, so we can put our heads together as a team and figure out what to do about this. You have truly burned the wrong guy.",1,False,BUYER BEWARE!! They will STEAL YOUR $$!!,Jared Marl
2021-08-26 17:38:30,"{'id': 24782068, 'body': ""Hello, sorry to hear about your profile but we can assure you that we only ever block members for violations of our Community Guidelines. You can read them here: badoo.com/guidelines. If you think we got it wrong, send us a private message on Facebook, Twitter, or Instagram @BadooHelp and we'll take a second look."", 'modified': '2021-08-29T13:38:52Z'}","I would like to contact badoo support. My account was blocked for no reason, I can’t get back. When an account is reported you guys should review it and be sure the report is real, someone can come and accuse you for what you didn’t do and report you then the next thing is badoo will get you blocked without proper verification or any investigation. In the past they hacked my account through my email, which I told some badoo friends I was in touch with to report so they block the scammer with my account and badoo did the needful and my account was blocked, since then till now when ever I open a badoo account they get me blocked that they have gotten reports that I’ve been breaking their rules. I don’t understand because I know I chat decently, I do my face verification and I abide by the rules, I’ve gotten blocked more than 5 times within a month or two. Please you guys should look into this and stop getting me blocked for no reason. Investigate properly before any blocking.",1,False,My account always getting blocked,Stanzaboi
2022-11-09 06:22:01,"{'id': 33102403, 'body': ""We are sorry to hear about that! If you believe your profile was blocked by mistake, please message us and we'll investigate this further as a priority: badoo.com/feedback or @BadooHelp on social media."", 'modified': '2022-11-11T07:33:55Z'}","This was pretty much my favorite dating app, used it consistently and really liked the bump feature for events. 
Without warning, my account was deleted /banned /blocked due to reports of using the platform to sell or market the sale of any products or services. I'd never used my profile for that activity. I believe these were false reports. 
The ban email advised to reach out in case this might be in error. I do that but they are completely unhelpful. They advise me that all decisions are final. They stated that all reports are investigated before user is banned. I asked what on my profile was breaking their rules. No information was provided illustrating what activity broke their rules. I advised that I had nothing on my profile selling or marketing anything and that it must be a mistake. I'm not sure why the ban email invites you to email their ""support"" team if they won't change anything even if it was done in error.
Made a new account then was banned bc my last account was banned from the same device. Reached out via Twitter. Same unhelpful responses. 
If I'd at least gotten a heads up I could've gathered contact info from matches /convos. No warning. No proof. No second chance. No help. No more Badoo. 
I hope they banned people that I reported for predatory behavior (with proof in screenshots) just as swiftly and stand firm on their decision with them as they erroneously did with mine.
Shame.",1,False,Badoo banned my account 2x & banned my DEVICE over false reports,_bevyy
2021-12-26 12:19:02,"{'id': 27097145, 'body': ""If your profile has been blocked, it's because you've breached our Community Guidelines. If you believe that you've been blocked in error, please contact us via @BadooHelp on social media or on badoo.com/feedback."", 'modified': '2021-12-28T09:51:53Z'}",I just got this app. I only talked to about 4 people. And in a matter of 4 hours of having the account I was apparently reported for something I know I didn’t do. I read the guidelines and followed them all. I was banned for “commercial use.” But I never advertised or offered to sell anyone anything. I was looking for dates. Nothing I said could even be interrupted as me offering to sell something. And based on other reviews this is a common problem. I enjoyed the app for the little time I had it. Sad to know I wasted all that time creating a profile and uploading photos and fully answers the questions in my bio. All that work just to be banned for something I know I didn’t do. Apparently you can report anyone for anything at anytime and instead of Badoo looking into it to see if this is true they just assume it is true and terminate your account without a second thought. Just don’t even download in the first place it’s a waste of your time. Very disappointed.,1,False,False reports=banned account,Sassy z the anime freak:3
2020-05-27 14:25:53,"{'id': 15623060, 'body': 'Your opinion really matters to us! So thank you for taking the time to leave this constructive review. We will forward your comments to the relevant team for further review, so it can be taken into consideration in future updates. Thank you for helping us build a better product!', 'modified': '2020-05-28T09:12:13Z'}","Swipe left or right is slippery, you barely touch it and it swipes left or right on someone. It needs a new motion or something. Next up, the monthly service is to expensive way to expensive, yah I have the money for it but that doesn’t mean it’s a smart investment. 20 bucks a month is a bit much I could maybe do 2 to 5 a month. 

Like most apps out there today you can’t see if someone likes you unless you either have the love Gods put them back in your matches or if you pay to take a chance to see who it was. Money is short right now cause of the Corona Virus what is this app doing to help. 

Overall it works well bug wise. There’s not a lot to it depth wise, meaning compared to other apps you put a couple photos of yourself on here, say a few things about yourself, use a few hashtags about what you like and that’s about it. I would like their to be a little more info about my potential partner.",3,False,Needs Work,Robneckflordia
2020-02-19 17:16:20,"{'id': 13600459, 'body': 'Your opinion really matters to us! So thank you for taking the time to leave this constructive review. We will forward your comments to the relevant team for further review, so it can be taken into consideration in future updates. Thank you for helping us build a better product!', 'modified': '2020-02-20T09:20:37Z'}","The app is flooded with bots and inactive people.
They give you an option to watch videos for credits but even when you use credits to boost your profile it goes to any age range and any gender regardless of settings. Not to mention, they spam you constantly if you say yes to push notifications. I don’t want to see “we promised we wouldn’t do this, but please come back” or some other things along those lines that have absolutely nothing to do with someone liking you or favoriting you or even visiting your profile. That’s what the notifications should be for. 

The app is annoying but it gets the job done for somebody out there. I would like it better if I could really narrow it down to a specific type. We all have types. So being able to specify it down without paying should have been a thing already",3,False,"App serves its purpose, albeit not very well.",FauxRatZ
2021-04-17 00:53:46,,"I’m not sure how it is for the guys, but for the ladies at least, it is a refreshing change from most dating apps I’ve used (faaaar too many 😝). First of all, there is an option to upgrade to premium, but it isn’t forced on you. There are no ads, or at least so few that they don’t stand out in my mind. Completing a profile isn’t arduous or tedious- I found that I was able to add things that were relevant without having so much fluff. To top it off, I was given a three day premium upgrade for free, without ever having to add any card info like some apps that are out to charge to do practically anything useful within the app itself. I have already recommended this app to my friends because I’m super impressed by my experience.",5,False,Fantastic!,ltlpnkvxn
