date,developerResponse,review,rating,isEdited,userName,title
2022-11-01 16:42:35,"{'id': 32950847, 'body': 'Thanks for your kind words! Your feedback is so valuable to our team and we love knowing that you’re enjoying your experience. We’re so lucky to have you as a part of The Hive. 💛', 'modified': '2022-11-03T11:02:02Z'}","I’m from another country and Arrived here still in the middle of the pandemic, so was very difficult to make friends, even with my type of work I didn’t have the chance to meet a lot of people so when covid restrictions were more relax this app was a good option to meet new people. I also downloaded tinder but immediately get it was to hook up and that wasn’t what I wanted, what I love about Bumble it’s the option to write what are you looking and the fact that woman make the first move. I had nice dates, when I was ready to settle down my first try was good but unfortunately at the end didn’t work out. After a break of man and take a time for me,  I was ready to see what was there, without any big expectations… but the destiny made me met who is my boyfriend right now. Was the right time for both and just happened! We are so happy and our relationship is growing up everyday. Thanks to Bumble haha because I don’t think we would met without this app. In terms of the app I like how you can specify what are you looking, interests, age, nationality, etc and as I said before the fact that woman do the first move! If you meet someone and didn’t work out,  don’t blame the app.",5,False,bcsts,More than happy!
2023-02-07 12:13:41,"{'id': 34815410, 'body': ""Hi there. We’re sorry to hear you've been having trouble contacting our team. We recommend checking your spam folder in case our emails may have arrived there, otherwise, we’d like to help you with this right away! Please reach out to @BumbleSupport on Twitter or Facebook. 💛"", 'modified': '2023-02-12T09:10:18Z'}","If I could give this 0 stars (or less) I would! It looks great on paper, until you have a problem. I had been having problems with the amount of likes I was getting from the free membership. I was getting about 10-20 likes every week or more. I went 2 months one time checking every week and didn’t have liked for that whole time. I put in a ticket to ask how many likes I should have and explained the situation. They responded saying I should have 30 likes per 24 hours and that I’ve used mine for today (it had been a week since I had any likes). I then tried to explain again and was ghosted. For a couple weeks I was trying to get in touch with them about my ticket with no response. I then opened another ticket to ask for help again. They didn’t even acknowledge this one. Today (about 2 months later) I got an email saying they hadn’t heard from me so they were closing me ticket… I responded saying that they should have heard from me in this ticket AND another one. I had deleted my app at this point due to the frustration and sour taste left because of support. They then sent an automatic response email, which made it even more obvious they never read my email today OR any of the emails before. The two emails I have from them were the same exact automatic response emails and it didn’t answer either of my emails in any sort of way.",1,False,Haunter125,"If you have any problems, you won’t get help."
2022-12-01 07:12:09,"{'id': 33605923, 'body': ""Hi there. We're sorry you didn't enjoy your experience on Bumble. We are always looking for ways to improve our users' experience so we will make sure to pass your input along to our Product Team. While we continue to work hard to improve this, if we can help your experience further right now, please send us a message at bumble.com/contact. 💛"", 'modified': '2022-12-08T08:51:27Z'}","I’ve been on and off Bumble for a few years now and it has really gone downhill over the years. First things first, Premium has gone up in price. I remember premium was like $20 a month or so, then it went to $30, $35, to now $50!!! It is way too overpriced and not really that beneficial, why would I want to pay $50 just to see who likes me only for them to to not talk to me, or they’re 50 miles away when I have my preference to 20 miles!! Also they say that premium profiles get shown more but I highly doubt it because I’m usually on the app everyday swiping, and have maybe only gotten one like within the span of about every two weeks!! Premium is not worth the $50, especially since it seems like a lot of women are only using the app to promote their Instagram/Onlyfans. I don’t think this is Bumble’s fault at all, but I can’t justify spending $50 just be targeted by someone who’s not looking for a relationship, and only looking for my credit card number. I think this is my last time using Bumble. It stinks because I have been successful in the past with matches and going on dates, but it seems that this app is just getting greedy and getting ruined by opportunists. If you want to go on dates and actually find something meaningful, go on Hinge or Coffee Meets Bagel, I’ve had better luck recently on those apps. Or, if you want to skip the hassle, just pay for eHarmony/Match.",1,False,Erik2620,Gone Downhill Over the Years
2021-06-04 23:53:19,"{'id': 23264050, 'body': ""We appreciate you sharing your feedback with us, Coby. We are always looking for ways to improve our users' experience on the app so we will make sure to pass your input along to our Product Team. If you need assistance in completing your profile, please message us on Twitter or Facebook (@BumbleSupport) and we'd be happy to assist you."", 'modified': '2021-06-08T12:16:08Z'}","First off I can find my home town in the app, I live and grew up in a Small town in Ohio and I can find it therefore I cannot complete my profile. That means I can’t get the 100% and it drives me nuts.      

Also I don’t understand why y’all need to include our political  views as an option on our pages. This country is divide enough as is and having the fact that I am a republican on my page is only gonna drive people who don’t know me away, and I ain’t gonna lie and not say what I am. In today’s political climate someone may look at my page and see the word “Conservative” and think “well if he is an conservative he must be a racist” that is gonna severely affect my matches, also why not include more than just Liberal,Moderate, and conservative. You can’t just generalize all people into three categories Far left, Far right, or Middle (I do understand it makes it simple though) because I am not any of the options. Given these options to us will only push us farther apart when the left and right need to do is come together. And pushing us apart is what in fact will happen with this app because of the fact it has a such a large user base.",5,False,CobyKeim,Can’t find my home town
2022-03-27 15:33:03,"{'id': 28986426, 'body': 'We’re really glad you spoke up about this. We deeply value inclusion and want everyone to feel welcome and supported at all times. Your voice has been heard and while we continue to work hard to improve this, if we can help your experience further right now, please send us a message at bumble.com/contact. 💛', 'modified': '2022-04-05T20:49:37Z'}","This app is overall okay. I like that they have a lot of options on things you can add to your profile, but their monthly price is really high. $40 for basically one month, and $20 for a week, just so you can see people who have swiped on you or even to just filter things such as height preference. But what really gets me here, is the way they handle gender identity and how they categorize it. I’m a trans male, who’s interested in women, and I’ve had no problems in my past with dating women. But if I change my gender identity to “trans man” on this app and set my preference as “women” my feed is changed to nothing but other women who are interested in women, or people looking for “poly” relationships. I don’t think I’m quite what lesbians are looking for bumble? But once I set my gender back to “male” I’m brought back to women who are interested in men. So I have no choice but to just put “male” and then that I’m “trans” in my bio. So maybe something needs to be changed about that? Why should I feel that I’m less of a man on this app? I get that you try and pair “lgbtq+” with others in that same category, but make it make sense. If I say I’m “straight” I should only be seeing what my preference is. If others choose to not like me because I’m trans, let them make that decision.",3,False,Josh_805,"Gender settings are nice, but a bit weird."
2021-09-29 23:05:21,"{'id': 25467725, 'body': 'Hi Tzou95! Our team fully investigates all reports before taking action and moderates based solely on our Community Guidelines. We would never arbitrarily block someone from our platform. If you would like our team to review your case, message @BumbleSupport on Twitter or Facebook.', 'modified': '2021-10-04T04:03:17Z'}","So Bumble definitely shadowbans or at least outright blocks you. I had Bumble for about 2 years straight. One of the women I met off there ended up stalking me and I deleted the account out of fear she would create fake profiles and try to monitor me. Needless to say I ended up moving for work and decided to make another account now that I felt safe. Within the first hour I had several likes, however, that stopped instantly after that. Nothing after that first hour (I live in a large metropolitan area so this is unusual). I’m also not an ugly guy by any means. It’s not difficult to see who likes your profile since bumble’s blurred image for your queue is easily distinguishable when swiping. I noticed that one particular like I had showed up in my stack and I didn’t swipe on it initially. I reopened the app later to see my likes disappear. HOWEVER, these profiles still showed up in the stack and they are unable to unlike your profile once they’ve swiped right. This happened with almost all of the likes I had and they weren’t bot profiles. I received no more likes since that first hour and I kept the app for a week and a half to make sure. Pretty pathetic I received whatever “ban” they clearly have in place simply because I deleted my account to protect myself. Not like I’m deleting and recreating the app every other week. Won’t be recommending or using (like I could anyway) this app again.",1,False,Tzou95,Bumble Ban
2018-07-21 00:55:22,"{'id': 4396739, 'body': ""Your safety is our top priority, and we're so sorry to hear you've felt less than safe on our platform and that you had a negative experience with our team. We'd love to help with both the issue you're having with our block feature and the issue you experienced with Bumble Boost. Could you please email us at feedback@team.bumble.com? Thank you!"", 'modified': '2018-07-25T18:38:59Z'}","There’s an individual on here who does work in my neighborhood and has come onto me in a way that made me highly uncomfortable. He leers at me every time he’s around. I have blocked him on bumble only to see he has popped up since I blocked him about 7 more times!!!!!!!    
In addition to this, in June I sent a Twitter DM to inquire about the free boost trial. They told me they were having issues with boost and they would manually apply it to my account. I had about 1,000 profiles to scroll through and I had gotten through about 25 and without changing any preferences, while I was in the middle of looking at the bumble Match Queue, my ENTIRE queue disappeared! There were a few accounts I saved to look at better later and hundreds I hadn’t even seen that disappeared in a flash. I wrote them on Twitter and the bumble rep was less than helpful and it got to the point where they were just rude. Later I told them I wanted the boost removed from my account completely but was told they cannot do that. 
Since the time Boost was manually applied by them it rendered that whole match queue area useless. The trial has expired; it never worked anyway, but now even the blurred out profiles are gone. I’ll have guys who “super like” me that don’t show up in the queue as blurred out profiles.

Bumble used to be a good app. The boost thing was just an annoyance but now that I feel unsafe with the block feature not working, I had to write a review and disable my account.",1,False,JCsAunty,Feel Unsafe
2022-08-02 02:12:00,"{'id': 31306098, 'body': ""Hi there! You don't have to pay to match with anyone! It sounds like you may be referring to admirers in your Beeline. Your Beeline fills with users who’ve swiped to the right on you but who you haven’t swiped on just yet. All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact. 💛"", 'modified': '2022-08-05T21:09:01Z'}","I joined bumble only a couple weeks ago and had 4 maybe 5 liked by others, but they weren’t mutual so I never saw who they were. I shouldn’t have to pay money just to meet someone. I get that bumble is being the middle man in the possible relationship but that’s what gets me. It’s a “possible” relationship. I don’t know if it’ll work out or not why should I pay 40 dollars just to see someone’s profile that may or may not be close to me at all! It’s a joke and a scam. If you wanted to help people meet other people why make them pay for it? Why couldn’t you just put ads in from sponsors like you do for push notifications? That gives you money doesn’t it? Or an actual 10 second ad after so many skips then give the option for a one time purchase to stop the ads. I don’t see why I need to pay what was it 20-40 dollars for a week!?! Absolutely ridiculous what a waste of time.
If you read to this point believe me it’s just like every other dating app asking for money to see someone. It’s disappointing. Oh and there’s bots as well so you if you choose to subscribe to them you may be losing money to talk to someone trying to scam you.

I would go back to bumble if the paywall wasn’t there or if it was a one time purchase. So to the bumble team, Ik you won’t, but as a friendly suggestion take that into consideration and good luck.",1,False,3rd customer,Takes too long to get a mutual match and a paywall
2022-02-07 03:20:32,"{'id': 27930497, 'body': ""Hi there! Thanks for sharing your thoughts with us. We know our users are busy so all of our members have the opportunity to extend one match for an additional 24 hours. You can also extend unlimited matches with Bumble Boost and Bumble Premium! To make sure you don't miss any matches, head to your in-app settings to turn on your notifications. We appreciate you sharing your feedback with us. We are always looking for ways to improve our users' experience on the app so we will make sure to pass your input along to our Product Team. 💛"", 'modified': '2022-02-08T22:41:40Z'}","I think all dating apps has its pros and cons but what Bumble lacks is putting it behind apps like Tinder (I hate to even compare it to Tinder) and Hinge. For example, Tinder at least has the feature where you can search numbers through your contact list and block them from seeing your profile in the app. I wish Bumble had a similar feature because you do see a lot of the same user profiles in most of the dating apps and I’d like to be able to block someone that I didn’t necessarily connect well with or from having a family member or coworker see my profile. Also the 24 hour match feature where the woman has to message the guy first and wait for him to respond during that time or else the match completely disappear is just not right. I sometimes go days without checking the app because I’m busy with work and life in general or choose to take mental breaks, before logging back on and then finding my “match” has disappeared. I’ve lost many potential matches this way or some that I’ve messaged and they don’t respond with the 24 hours. At least give the woman (who has to message the match” an option to extend that message time so that maybe when the guy logs back on, he has a chance to see the actual message.",3,False,MO_2830,Needs better features
2022-02-06 23:57:57,"{'id': 28201486, 'body': ""We're sorry to hear you had trouble verifying and getting some support. The selfie you submit is not of you copying your profile photo which is where some of the confusion may lie. We do not tolerate any kind of commercial or promotional behavior on the platform. Any members found to do see whether through a report from you or found by our moderators are actioned upon. Please DM us on Facebook/Twitter (@BumbleSupport) for help!"", 'modified': '2022-02-22T20:46:01Z'}","This is my second account with Bumble. The first one I had to cancel because I simply tried to verify my account by taking a picture (which seems like the only way to do so) and could not do so. I literally took several photos in the same spots in my house and the app basically told me I’m not me. The app then locked me out and forced and when I contacted customer service for assistance they suddenly could not find an account for me. So stupidly I started another profile, with some of the same pictures and definitely the same information. So I decided to try and verify my account yet again….and yet again it will not allow me to verify. I have contacted customer service and have received a basic email with no information that is of use to me. I am now locked out of my account and will likely close my account. This app is really not that user friendly and it makes it impossible to receive any helpful customer service to solve a simple problem. I recognize that verified accounts add another layer of security (which is why I wanted to verify mine) but this is too much trouble! Oh and I’ve yet to find anyone who isn’t trying to sell something, have me follow them on another site or who isn’t really married to someone I may know!",3,False,tired5050,Customer Service Fail
2020-03-17 04:20:57,"{'id': 26881152, 'body': ""We're so happy to hear you've been able to make meaningful connections in the Hive! We hope you continue to enjoy your time on Bumble! Thanks for being a part of our community. 💛"", 'modified': '2021-12-16T20:28:09Z'}","I have been on Bumble since June 2019 and have experienced the tragedies and triumphs and everything in between. As with anything, if your expectation is immediate gratification you will be disappointed. If you are serious, patient, create an attractive profile and above all else, are honest you will make connections. These connections can lead to great conversations and much more. After that, it’s up to chemistry and no app has that. I have made connection and I waited for the conversation to start and the clock ran out. I have made connection and had second thoughts and let the clock run out. I have also met some amazing people and built lasting relationships. Bumble to me seems safe, exudes quality with the look of the app, the simplicity of use and the opportunity to add additional services for a price. I have done that once but really isn’t necessary. It is also very easy to update your profile as you learn what seems to be working and maybe what isn’t. With patience you will connect. Maybe not everyone you swiped right, but likely the right ones. Two tips, be HONEST...about everything including your age, and second, use the extended clock strategically, it can pay dividends. Bumble isn’t perfect but no dating app is. Happy Bumbling",4,False,Pappuli,Reasonable Expectations
2018-05-17 00:59:32,,"First of all, how great is it that you can now find a date, friends, and a business partner all in one app?! 
I can’t speak from a guy’s perspective, but having had this app for almost 2 years, I can say that it’s an absolute game changer. I love the concept that ladies get the first move, which as an introvert, I have come to appreciate; It has taught me to be brave and creative when starting conversations with strangers lol. It seems like most people on here are genuine, although I do wish there was just a bit more diversity. I love the time limit concept on the matches, it’s quite ingenious. It creates a sense of urgency which is great but also has its cons. The app itself is smooth and very user friendly, plus the no limits on swiping is just the icing on the cake. If you don’t have a paid subscription however, which allows you to see everyone that swiped right on you (amongst other great perks I’m sure), it can be easy to waste a lot of time on the app just swiping. They also notify users with cute little positive messages and tips every so often and I love it. I haven’t had any major problems with the app, but I have met some pretty cool people, so don’t sleep on bumble ya’ll  💯",5,False,3.1415926542,"Great Concept, Great App!"
2022-01-19 07:22:03,"{'id': 27584620, 'body': ""We appreciate you sharing your feedback with us. We are always looking for ways to improve our users' experience on the app so we will make sure to pass your input along to our Product Team."", 'modified': '2022-01-21T14:45:43Z'}","I like the interface and the chat options. That's about it. I use the service because everyone else is here. What I dislike the most is how the chat history disappears when the connection is unmatched. If someone actually wanted to be an adult and end the convo maturely it'll all be for nothing because the other person will never see the last message. Bumble makes everyone ghosters. What if someone wanted to say, ""hey I'm getting off here text me at ......"" then unmatches everyone cause they don't know what happens on the other end... we'd never know! Second, also in the realm of ghosting, I dislike the 24 hour response window. I'm trying to match with quality men and I don't expect any to log in and respond everyday on a dating app. That means the most valuable matches are risked being lost; forever. These things make the experience very disappointing. Then there are other nuances like auto sending a gif. Or not being able to swipe back to the chat list (instead it initiated the reply function, so annoying). And alerting the other party of you playing the question game... Real smooth Bumble. Please get rid of the timer and deleting the full chat history. If anything change to a fun response if someone responds in the first 24 hours and only removing the chat typing box after an unmatch.",2,False,irosebush,"High volume, low fun"
2022-09-04 22:43:54,"{'id': 31873552, 'body': ""Our team fully investigates all reports before taking action and moderates based solely on our Community Guidelines. We would never arbitrarily block someone from our platform. If you would like our team to review your case, message @BumbleSupport on Twitter or Facebook. Please know Bumble is a platform rooted in kindness and respect and any inappropriate behavior is not welcome on our platform, please don't hesitate to contact our Support Team to report any suspicious accounts as well."", 'modified': '2022-09-06T16:08:16Z'}",Hi I was really liking this app at first and I was even thinking about purchasing some of the things on the app but then not even two days from starting up my account I get blocked and it’s saying I was reported for promoting my social medias when I don’t have any even linked to my account I’ve read through all of the terms and conditions and I’m very sad that this can just happen for no reason I really want this fixed so that I can use the app and know that I’m not gonna get kicked off for no reason now I’m scared make a purchase with you guys because what if I do it and then get blocked when I have not done anything wrong my account is appropriate nothing harmful to others and the fact that I see a bunch of people doing drugs when I was sliding through my swipes and that’s bad behavior being allowed and I’m getting blocked for no reason I’m very mad about it I just really want my account back and an answer to why people are allowed to make false reports ruining other peoples experiences. please get back to me I just really wanna answer to why this can happen and why it’s happening to me i’m writing this as a review because it’s not allowing me to email you guys. even if I was to give my social media to one of my matches it’s my choice and normal to talk to someone outside of your app once you meet I’m not just putting it openly on my account.,1,False,forreallife,Bad experience so far :(
